review,rating
"ulitimate sound and base,and i like it easy to foldable and sound quality is very good,its battery time is Very strong ❤ Thanks BoAt make the good and awesome product made and I love more than boat items ❣️😊READ MORE",5
"this headphone are awesome the performance is superb i absolutely recommend you to buy this because it's sound quality is excellent, bass is also awesome and built quality is totally amazing this is the best headphone ever and value for money also.😊READ MORE",5
Awesome sounds quality and battery backup amazing and more comfortable looking wise lovely productREAD MORE,5
Just awesome product with awesome sound quality and deep bass. It's my personal opinion to buy this at such a reasonable price.  Thank you flipkart for this awesome product.READ MORE,5
All good but connectivity problem...and in call it always lags and sound quality is excellent base is really too much excellent 🔥🔥 battery backup is good....all good but bcz of old version of Bluetooth maybe calls lags...READ MORE,3
"Good Quality, Good Style and great experience of bass boost in wireless, comfortable for pubg also. If you are searching a good wireless and Wired headphone, this is the best headphone, I loved it😍READ MORE",4
I loved the Boat rockerz 400. The battery backup is amazing. The fit is also perfect. The earcups are easily adjustable and the bass is also good. Also love the color ) I liked almost everything about the headphones. I wear them to the gym everyday. They aren't sweatproof so I have to remove them and wipe the sweat that gets accumulated in the earcups. The incoming and outgoing call facility is amazing. Overall it's a Best buy.READ MORE,4
"Good experience but I got headset wich onside is litle sound is low , but the bass is extremely good it was a good experienceREAD MORE",3
"Well after using it for 6 months now, Its worth in Rs 999. Sound quality is pretty good, looks are also good. Although it was a bit tight on ears initially but now i would say it has loosened up to fit the comfort level. It's sound is actually good. But Bluetooth range is bad, it looses connection once u get out of room and mic also doesn't work properly sometimes. But if you are getting it for INR 1000 should go for it. Although can compare it with mivi headphones.READ MORE",4
OMG! this is a value for money product and as committed by company bass is awesome 😍 and build quality is too good if your budget for buying the headphones is under 1500 i personally recommend u to go for it such a nice productREAD MORE,5
"these headphone are so good that i have ordered it twice. it has the best bass and sound quality , the look of the headphone are so good and it look so desirable..........READ MORE",5
Superb headphones and its sound is very clear. While speaking to a person with its inbuilt mic is ok. It can used more than 1hrs in bluetooth. Also it has inbuilt aux output. Overall it is awesome speaker. Thanks for providing me this headphone and thanks for fast delivery.READ MORE,5
"Mind Blowing, this is an awesome and brilliant gadget, perfect for travels, it's light and easy to carry, the charging is super fast. The sound quality is amazing for the price. Just for itREAD MORE",5
worth buying and super power with super base totally budget friendly and handyREAD MORE,5
"Its a nice product from the truatable brand boat , it's battery quality is phenominal, bass is decent and audio is also an average but it's worth to buy it just ho for itREAD MORE",5
Can't express the goodness it's good enoughsound is outstanding bass is outstanding battery backup is outstanding everything is outstanding in this productREAD MORE,5
"Great For both Wireless and Weird use. Bass is great and works very good with all my devices. Battery Backup is also Good,for me at max sound it gave 6 hr backup.READ MORE",5
Good but it paining on ear. It should have some smooth and over the ear compatibility although sound and bass quality is better than other products in this range.READ MORE,4
"It's been almost a year when I purchased this(April 2019). It is working same from the date when I used it for first time.There one drawback so I gave 4 stars. That is the mic is not very good when at a call. When I play games, it works awesome but when on a call the voice is not very clear from my side.Rest assured, it is the best headphone at this price range. I would tell to go for it.READ MORE",4
